1279	485	1
1011	485	1
2310	485	0.888888889
1382	485	0.858267717
803	485	0.854166667
965	485	0.968253968
1840	1014	0.834563346
2358	314	0.759472817
2094	314	0.788830716
1561	314	0.761904762
2109	733	1
2517	733	1
1332	733	1
694	733	1
1567	733	1
1661	52	0.824330672
1830	535	1
1654	535	0.933884298
1987	953	0.795180723
2146	494	0.933035714
1390	428	0.868020305
1964	329	0.909937888
2213	512	1
1549	1008	0.826340945
1016	627	1
2636	845	0.8385346
1525	1147	1
2111	1183	1
1485	1183	1
140	1183	1
766	1183	0.833333333
488	514	1
577	514	1
832	514	1
976	514	1
1442	1023	0.891304348
485	309	1
1880	309	0.904
960	385	1
306	385	1
1298	385	1
601	385	1
1838	73	1
2136	854	0.970588235
1614	597	0.897183099
1403	1004	0.832095097
2522	589	0.714705882
2546	589	0.803114187
2641	589	0.844142952
1340	589	0.801727116
1672	229	0.782152231
1830	1011	1
2624	1011	1
485	1011	1
2148	1011	0.828571429
2310	1011	0.953846154
37	1011	0.838709677
965	1011	0.909090909
2237	429	0.931205283
1508	834	0.811320755
163	834	0.801886792
385	601	1
306	601	1
1298	601	1
960	601	0.992647059
1674	619	0.896024465
1829	1328	0.858710562
1865	384	0.809338521
2494	498	0.958762887
2390	498	0.857142857
1213	498	0.833333333
129	498	0.75
1430	786	0.841541756
1606	948	1
259	467	0.786127168
1330	467	0.794444444
2010	467	0.794285714
1512	467	0.79558011
887	467	0.772727273
1671	712	0.869309838
1647	1080	0.992753623
2057	326	0.848137536
2044	1245	0.87283237
668	1203	1
318	1203	1
988	1203	1
1319	1203	1
1315	1203	1
360	1203	1
1292	1203	1
188	1203	1
637	1203	1
901	1203	1
107	1203	1
905	629	0.923076923
1497	629	0.982142857
2085	629	0.916666667
1857	868	1
1993	856	0.858498024
1856	416	0.921965318
1641	1207	0.822864889
1570	1104	0.829213483
2373	859	0.833333333
13	381	0.831578947
2010	381	0.812444444
387	381	0.810703229
192	381	0.806911447
1591	381	0.811312417
887	381	0.815275311
2469	126	0.881773399
2368	97	0.901098901
969	477	0.71875
2314	477	0.72265625
1814	241	0.757575758
2522	241	0.70212766
462	241	0.764705882
1145	241	0.764705882
1664	241	0.905953408
2326	1164	0.918518519
2356	1164	0.722408027
1382	1164	0.75261324
1399	1164	0.833333333
1790	1164	0.844262295
2183	1164	0.777056277
2468	1164	0.903954802
2389	1164	0.778846154
485	1164	0.711340206
1418	1164	0.814516129
493	1164	0.824561404
803	1164	0.759075908
95	1164	0.927007299
184	1164	0.818181818
1578	1164	0.789383562
1339	1164	0.887362637
1766	1164	0.845892465
1468	1213	0.882352941
2494	1213	0.8
1405	1213	0.769230769
2043	1213	1
1074	1213	0.894736842
2390	1213	0.989528796
498	1213	0.833333333
802	1213	0.771084337
2677	222	1
2078	222	1
2039	222	1
2452	222	1
764	222	1
1172	222	1
507	222	1
2356	623	1
485	623	1
965	623	1
2215	738	0.987951807
1438	516	0.819580656
1727	971	0.981767181
2403	104	0.898556876
2029	42	0.977054652
1365	793	0.948717949
1629	793	0.945945946
1858	793	0.914285714
1915	793	0.941176471
1879	793	0.870967742
1800	793	0.866666667
2510	793	0.92
2034	793	0.956521739
2053	793	0.888888889
1828	793	0.913043478
1607	793	0.866666667
2225	793	0.874762808
2222	793	0.882917466
1353	793	0.875
2079	793	0.888349515
2075	793	0.818181818
1444	793	0.777777778
29	793	0.952380952
831	793	0.911764706
1244	793	0.886756238
819	793	0.909090909
1026	793	0.923076923
199	793	0.875728155
649	793	0.913043478
118	793	0.877669903
663	793	0.90625
185	793	0.956521739
1049	793	0.892857143
481	793	0.885714286
173	793	0.9375
797	793	0.888888889
1029	793	0.904761905
885	793	0.952380952
735	793	0.777777778
1153	793	0.8
656	793	0.777777778
737	793	0.833333333
1059	793	0.823529412
2490	1177	0.752
1807	1177	0.882051282
631	1177	0.70625
469	1177	0.74015748
800	970	0.75
2338	665	0.846590909
1888	665	0.8192
1793	665	0.82629108
1523	665	0.869822485
1998	665	0.819354839
1561	665	0.819376026
2675	665	0.803278689
2358	665	0.803630363
2094	665	0.820244328
2144	665	0.823863636
1812	665	0.803468208
1604	665	0.813559322
2501	665	0.748031496
1358	665	0.810526316
2155	665	0.738095238
778	665	0.848484848
2583	665	0.743801653
167	665	0.777173913
1133	665	0.819767442
726	665	0.819277108
938	665	0.74796748
314	665	0.818181818
71	665	0.828250401
1537	665	0.815391267
1732	665	0.816290394
1726	665	0.809924679
246	665	0.810703229
2232	665	0.813926611
1243	445	1
2350	334	1
479	188	1
1203	188	1
318	188	1
668	188	1
360	188	1
637	188	0.991017964
1843	1149	0.96875
2558	1149	0.8
1045	1149	0.8
1826	8	1
1463	8	0.858546169
2142	8	0.866666667
2404	8	0.894736842
877	8	0.85518591
880	8	0.860687023
708	8	0.8
2138	8	0.853333333
2589	8	0.8515625
1518	8	0.769230769
1544	8	0.852071006
734	8	0.858283433
832	976	1
577	976	1
514	976	1
488	976	1
526	693	0.863636364
360	479	1
188	479	1
637	479	0.96969697
1505	62	0.844
1382	803	1
965	803	1
215	803	1
184	803	0.990654206
2316	382	0.984528833
2220	853	0.847849854
2068	1194	1
1519	1218	0.782608696
1464	1218	0.743243243
363	1218	0.753623188
1208	1218	0.755555556
1678	1218	0.821852732
229	858	0.738738739
1672	858	0.744318182
49	858	0.834196891
1721	858	0.821538462
2010	178	0.835227273
2478	178	0.794285714
2123	178	0.814371257
2071	178	0.805882353
799	178	0.797752809
993	178	0.787709497
887	178	0.818181818
2528	140	1
2111	140	1
1183	140	1
766	140	0.8
2387	410	0.973509934
2303	1317	1
958	1317	1
665	778	0.804597701
2232	778	0.803680982
1523	778	0.8
2338	778	0.780898876
2144	778	0.801136364
726	778	0.786982249
1133	778	0.788571429
1739	475	0.893333333
2489	76	0.955177743
1512	1330	0.831521739
2010	1330	0.825842697
467	1330	0.826589595
259	1330	0.824858757
887	1330	0.815642458
1552	1241	0.958579882
245	902	0.982758621
2125	1327	0.711111111
2071	799	0.822485207
2010	799	0.828571429
2478	799	0.844827586
993	799	0.848314607
2123	799	0.84939759
178	799	0.830409357
887	799	0.83030303
1956	879	1
2205	1052	0.916666667
2521	1052	0.75
1823	1052	0.8
1024	1052	1
1308	1052	0.714285714
1735	444	0.81496063
2096	1226	0.824885284
1449	1058	0.901618399
2050	450	0.931192661
1382	184	1
1578	184	1
909	184	1
215	184	1
803	184	0.990654206
1804	968	0.864386792
1534	432	0.978494624
1774	892	0.924590164
1440	78	1
1699	78	1
2361	78	0.944444444
1529	78	0.956521739
54	78	1
2148	78	0.818181818
981	78	1
545	78	0.971428571
37	78	0.851851852
2684	78	0.747933884
1123	78	0.74137931
1755	1042	0.954545455
1382	965	1
1968	965	1
803	965	1
623	965	1
1830	965	0.888888889
1011	965	0.909090909
1904	98	0.977272727
2066	86	0.932670237
1203	637	1
668	637	1
318	637	1
188	637	0.991017964
360	637	0.996441281
479	637	0.96969697
7	946	1
598	946	0.818181818
1044	265	1
2070	265	0.992882562
1741	625	0.905660377
1434	1171	0.910614525
2435	1105	0.782178218
2492	1053	0.717227179
180	1053	0.734428474
2394	734	0.884615385
2371	734	0.948717949
2008	734	0.933333333
1374	734	0.904761905
2176	734	0.941176471
2164	734	0.935483871
1994	734	0.9
1711	734	0.777777778
1530	734	0.904761905
1826	734	0.818181818
1518	734	0.875
1463	734	0.863636364
2374	734	0.941176471
2230	734	0.944444444
2142	734	0.944444444
284	734	0.972222222
2138	734	0.871428571
2589	734	0.855445545
2080	734	0.777777778
1544	734	0.854870775
2082	734	0.909090909
2498	734	0.7
455	734	0.928571429
513	734	0.90625
877	734	0.865877712
8	734	0.858283433
880	734	0.86407767
570	734	0.882352941
20	734	0.918918919
99	734	0.777777778
730	734	0.727272727
262	734	0.846153846
689	734	0.894736842
534	734	0.928571429
708	734	0.944444444
483	734	0.952380952
1165	734	0.909090909
1801	631	0.922764228
1622	144	0.827380952
2433	745	0.82143446
1512	887	0.804347826
2123	887	0.789156627
2478	887	0.770114943
1659	887	0.795373665
1416	887	0.786516854
2283	887	0.81300813
2071	887	0.769230769
448	887	0.784375
1591	887	0.813747228
543	887	0.78913738
1330	887	0.797814208
216	887	0.784893268
259	887	0.790960452
749	887	0.795811518
993	887	0.775280899
799	887	0.769662921
467	887	0.786127168
1013	887	0.771004942
178	887	0.789473684
1156	887	0.779527559
810	887	0.801587302
2010	887	0.808321377
653	887	0.787439614
13	887	0.842105263
1238	887	0.79338843
192	887	0.818457539
387	887	0.81003107
381	887	0.816725979
2206	954	0.96713615
1781	1275	0.943181818
1410	844	0.816860864
2604	248	0.986970684
2618	579	0.828037383
1596	1214	0.943925234
1656	788	0.865102639
479	360	1
318	360	1
1203	360	1
188	360	1
637	360	0.996441281
668	360	1
2612	1103	0.904929577
1717	333	0.95
2553	333	0.866666667
1708	333	0.797101449
119	333	0.783783784
174	333	0.891304348
651	333	0.961538462
2563	333	0.829736211
2558	60	0.760869565
2419	60	0.8
2543	60	0.714285714
123	60	0.80952381
2147	60	0.982507289
1045	60	0.78125
2159	242	0.824240062
2133	311	0.87537092
2204	1028	0.824742268
1701	908	0.887850467
665	938	0.793103448
2155	938	0.766129032
2583	938	0.8
2501	938	0.776
2232	938	0.806451613
1770	583	0.987288136
2057	1128	0.888888889
326	1128	0.888888889
2243	1128	0.859747546
1397	316	0.814763231
2571	751	0.821990642
1830	421	0.766550523
1440	421	0.88372093
1838	421	0.75
1529	421	0.795454545
2684	421	0.880555556
2148	421	0.76744186
54	421	0.845360825
1011	421	0.755932203
1123	421	0.88034188
1044	421	0.812351544
838	421	0.74137931
981	421	0.891472868
445	421	0.841666667
73	421	0.756756757
37	421	0.782758621
233	421	0.796551724
2509	421	0.849628589
2349	58	0.812772134
1255	282	1
346	282	1
56	282	1
1	282	1
2662	958	1
1317	958	1
1471	1124	0.886138614
2334	578	0.982876712
1713	1263	0.862029208
1976	456	0.90438247
1350	826	0.834190231
2490	319	0.75862069
1807	319	0.775510204
1177	319	0.739130435
469	319	0.733333333
1586	319	0.910667823
1255	346	1
56	346	1
282	346	1
1	346	1
2326	95	1
1016	95	1
1890	95	1
1423	95	1
354	95	1
1578	95	0.971830986
1339	95	0.911764706
2468	95	0.903846154
2361	1123	1
2684	1123	1
1440	1123	0.903846154
545	1123	1
1699	1123	0.746835443
78	1123	0.74137931
233	1123	0.883561644
981	1123	0.901960784
1198	802	0.785714286
1595	802	0.75
1468	802	0.833333333
2390	802	0.8
1074	802	0.818181818
1405	802	0.988269795
1213	802	0.771084337
1203	318	1
668	318	1
1315	318	1
988	318	1
637	318	1
188	318	1
1319	318	1
107	318	1
901	318	1
360	318	1
1292	318	1
178	993	0.829411765
799	993	0.853107345
2478	993	0.861271676
2010	993	0.856321839
887	993	0.846625767
2071	993	0.823529412
2123	993	0.842424242
2295	773	0.957446809
1801	773	0.75
2580	567	1
626	567	1
2438	567	0.831578947
2461	864	1
2064	864	1
883	864	1
1935	864	1
172	864	1
1511	864	1
2389	725	1
1610	725	0.996428571
1686	582	0.964285714
1789	390	0.831325301
1697	978	0.848375451
282	56	1
346	56	1
1255	56	1
1	56	1
171	792	0.716981132
2235	792	0.788501027
1485	766	0.8
2528	766	0.833333333
1183	766	0.833333333
140	766	0.8
1409	774	0.950276243
1555	798	0.888888889
2456	136	0.819466582
800	748	0.935483871
2386	1331	1
1465	1331	0.991803279
327	376	0.75
2203	376	0.804216867
1394	376	0.819277108
1574	376	0.75748503
1823	442	0.75
1957	442	0.90942029
1089	442	0.7
1041	120	1
2676	120	0.991803279
2338	726	0.795454545
778	726	0.81595092
665	726	0.790697674
1133	726	0.805882353
1523	726	0.81547619
2232	726	0.802469136
2144	726	0.794285714
1377	353	0.99047619
2299	861	0.927927928
1593	1259	0.980582524
1669	72	0.922222222
2653	860	0.75
2369	860	1
1176	860	0.777777778
478	860	0.8
2397	860	0.916666667
1255	1	1
346	1	1
282	1	1
56	1	1
2685	1201	0.856738592
2201	648	0.862246923
832	488	1
514	488	1
976	488	1
577	488	1
1416	448	0.828250401
653	448	0.845659164
543	448	0.846889952
1440	981	1
1699	981	1
2361	981	1
545	981	1
78	981	1
2684	981	0.901960784
1123	981	0.901960784
233	981	0.96969697
2118	950	0.9375
1814	1145	0.893129771
2673	484	0.862258953
1918	1321	0.881383855
2142	880	1
1518	880	1
708	880	1
2404	880	0.842105263
2138	880	0.871455577
1463	880	0.871345029
1826	880	0.842105263
734	880	0.877712032
2589	880	0.862135922
1544	880	0.870841487
8	880	0.880859375
877	880	0.872093023
2055	64	1
339	64	1
2119	64	0.966292135
2482	1257	0.935361217
2281	779	0.882352941
1481	1111	0.820687453
2298	642	0.781065089
1773	45	0.855
1959	1249	0.967320261
1382	909	1
184	909	1
1942	269	0.892156863
1820	394	0.884488449
1587	814	0.813148789
1980	1079	0.83686067
2359	495	0.837395865
1777	189	0.978494624
665	167	0.803370787
1812	167	0.832369942
1604	167	0.81920904
2675	167	0.836065574
2232	167	0.826815642
2293	261	1
385	1298	1
306	1298	1
601	1298	1
960	1298	1
2304	761	1
928	761	0.823529412
2212	761	0.85
2292	761	0.809659091
2449	225	0.810989011
2546	1340	0.860390764
1681	200	0.88593422
2672	1180	0.775147929
1404	1180	0.867507886
488	577	1
514	577	1
976	577	1
832	577	1
1625	355	0.97377423
2668	522	0.8
2163	522	0.785714286
1089	522	0.742857143
2276	522	0.756756757
917	522	0.769230769
1398	522	0.847457627
1359	522	0.934782609
2404	877	0.833333333
1826	877	0.85
2142	877	0.777777778
708	877	0.833333333
1463	877	0.859922179
1544	877	0.852941176
1518	877	0.8125
2138	877	0.864661654
2589	877	0.865497076
8	877	0.858546169
734	877	0.869306931
880	877	0.858778626
1945	872	1
2131	85	0.836170213
2450	1090	0.797979798
2190	1291	0.836265223
2586	207	0.89010989
2224	611	0.990990991
1916	1260	0.917355372
318	668	1
1203	668	1
188	668	1
637	668	1
988	668	1
1319	668	1
1315	668	1
107	668	1
901	668	1
360	668	1
1292	668	1
2217	600	1
1928	425	0.995726496
2240	537	0.895348837
13	387	0.884210526
192	387	0.80977086
1591	387	0.822281167
887	387	0.810750777
381	387	0.8125
2010	387	0.81919147
2171	5	0.819444444
810	1238	0.796747967
2283	1238	0.8
887	1238	0.786885246
2010	1238	0.782608696
1156	1238	0.782258065
1815	190	0.801359517
2053	1244	0.789473684
2079	1244	0.852071006
2225	1244	0.840909091
481	1244	0.857142857
793	1244	0.863551402
1353	1244	0.853228963
797	1244	0.736842105
2222	1244	0.860465116
1059	1244	0.789473684
118	1244	0.849902534
199	1244	0.837573386
173	1244	0.705882353
2353	204	0.831640834
2199	791	0.970588235
1358	246	0.810526316
665	246	0.814666667
2232	246	0.814831261
1732	246	0.823737821
1537	246	0.816925734
1726	246	0.813829787
1667	402	0.819047619
2323	352	0.851449275
2594	614	0.961038961
216	1013	0.824302135
1659	1013	0.820284698
2010	1013	0.708879185
887	1013	0.711246201
749	1013	0.820244328
13	192	0.810526316
1591	192	0.834951456
387	192	0.828028294
381	192	0.826914564
887	192	0.838065661
2010	192	0.837106081
1675	3	0.833428408
1940	193	0.822385707
1545	336	0.899147727
875	1142	0.711640697
1969	1142	0.826329367
2198	1142	0.714338235
